listed_species,prey_diet_binomial,prey_diet_binomial_updates,order_listed,class_listed,family_listed,order_prey,class_prey,family_prey
Haliaeetus leucocephalus,Cyprinus carpio,Cyprinus carpio,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Catostomus occidentalis,Catostomus occidentalis,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Catostomidae
Haliaeetus leucocephalus,Fulica americana,Fulica americana,Accipitriformes,Aves,Accipitridae,Gruiformes,Aves,Rallidae
Haliaeetus leucocephalus,Ictalurus punctatus,Ictalurus punctatus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Lepus californicus,Lepus californicus,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Podiceps nigricollis,Podiceps nigricollis,Accipitriformes,Aves,Accipitridae,Podicipediformes,Aves,Podicipedidae
Haliaeetus leucocephalus,Pylodictis olivaris,Pylodictis olivaris,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Sylvilagus audubonii,Sylvilagus audubonii,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Cyprinus carpio,Cyprinus carpio,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Alosa pseudoharengus,Alosa pseudoharengus,Accipitriformes,Aves,Accipitridae,Clupeiformes,Teleostei,Clupeidae
Haliaeetus leucocephalus,Ameiurus melas,Ameiurus melas,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Catostomus occidentalis,Catostomus occidentalis,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Catostomidae
Haliaeetus leucocephalus,Coregonus clupeaformis,Coregonus clupeaformis,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Dorosoma cepedianum,Dorosoma cepedianum,Accipitriformes,Aves,Accipitridae,Clupeiformes,Teleostei,Clupeidae
Haliaeetus leucocephalus,Esox lucius,Esox lucius,Accipitriformes,Aves,Accipitridae,Esociformes,Teleostei,Esocidae
Haliaeetus leucocephalus,Larus occidentalis,Larus occidentalis,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Micropterus dolomieu,Micropterus dolomieu,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Nannopterum auritum,Phalacrocorax auritus,Accipitriformes,Aves,Accipitridae,Suliformes,Aves,Phalacrocoracidae
Haliaeetus leucocephalus,Oncorhynchus mykiss,Oncorhynchus mykiss,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Perca flavescens,Perca flavescens,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Percidae
Haliaeetus leucocephalus,Sander vitreus,Sander vitreus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Percidae
Haliaeetus leucocephalus,Ameiurus nebulosus,Ameiurus nebulosus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Catostomus occidentalis,Catostomus occidentalis,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Catostomidae
Haliaeetus leucocephalus,Engraulis mordax,Engraulis mordax,Accipitriformes,Aves,Accipitridae,Clupeiformes,Teleostei,Engraulidae
Haliaeetus leucocephalus,Esox lucius,Esox lucius,Accipitriformes,Aves,Accipitridae,Esociformes,Teleostei,Esocidae
Haliaeetus leucocephalus,Thomomys bottae,Thomomys bottae,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Geomyidae
Haliaeetus leucocephalus,Uta stansburiana,Uta stansburiana,Accipitriformes,Aves,Accipitridae,Squamata,Squamata,Phrynosomatidae
Haliaeetus leucocephalus,Zenaida macroura,Zenaida macroura,Accipitriformes,Aves,Accipitridae,Columbiformes,Aves,Columbidae
Haliaeetus leucocephalus,Anas acuta,Anas acuta,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anas crecca,Anas crecca,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Aythya affinis,Aythya affinis,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Aythya americana,Aythya americana,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Aythya collaris,Aythya collaris,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Aythya valisineria,Aythya valisineria,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Canis latrans,Canis latrans,Accipitriformes,Aves,Accipitridae,Carnivora,Mammalia,Canidae
Haliaeetus leucocephalus,Cervus canadensis,Cervus elaphus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Cervidae
Haliaeetus leucocephalus,Fulica americana,Fulica americana,Accipitriformes,Aves,Accipitridae,Gruiformes,Aves,Rallidae
Haliaeetus leucocephalus,Lepus californicus,Lepus californicus,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Odocoileus hemionus,Odocoileus hemionus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Cervidae
Haliaeetus leucocephalus,Oxyura jamaicensis,Oxyura jamaicensis,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Podiceps nigricollis,Podiceps nigricollis,Accipitriformes,Aves,Accipitridae,Podicipediformes,Aves,Podicipedidae
Haliaeetus leucocephalus,Podilymbus podiceps,Podilymbus podiceps,Accipitriformes,Aves,Accipitridae,Podicipediformes,Aves,Podicipedidae
Haliaeetus leucocephalus,Spatula clypeata,Anas clypeata,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Sylvilagus audubonii,Sylvilagus audubonii,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anser albifrons,Anser albifrons,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anser albifrons,Anser albifrons,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anser caerulescens,Chen caerulescens,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anser rossii,Chen rossii,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Branta canadensis,Branta canadensis,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Fulica americana,Fulica americana,Accipitriformes,Aves,Accipitridae,Gruiformes,Aves,Rallidae
Haliaeetus leucocephalus,Oncorhynchus nerka,Oncorhynchus nerka,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Bos taurus,Bos taurus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Bovidae
Haliaeetus leucocephalus,Columba livia,Columba livia,Accipitriformes,Aves,Accipitridae,Columbiformes,Aves,Columbidae
Haliaeetus leucocephalus,Cyprinus carpio,Cyprinus carpio,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Phasianus colchicus,Phasianus colchicus,Accipitriformes,Aves,Accipitridae,Galliformes,Aves,Phasianidae
Haliaeetus leucocephalus,Aechmophorus occidentalis,Aechmophorus occidentalis,Accipitriformes,Aves,Accipitridae,Podicipediformes,Aves,Podicipedidae
Haliaeetus leucocephalus,Aix sponsa,Aix sponsa,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Alosa sapidissima,Alosa sapidissima,Accipitriformes,Aves,Accipitridae,Clupeiformes,Teleostei,Clupeidae
Haliaeetus leucocephalus,Ameiurus catus,Ameiurus catus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Ameiurus nebulosus,Ameiurus nebulosus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Ameiurus nebulosus,Ameiurus nebulosus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Anas acuta,Anas acuta,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anas crecca,Anas crecca,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anas cyanoptera,Anas cyanoptera,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anas strepera,Anas strepera,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anser albifrons,Anser albifrons,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anser caerulescens,Chen caerulescens,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Archoplites interruptus,Archoplites interruptus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Ardea herodias,Ardea herodias,Accipitriformes,Aves,Accipitridae,Pelecaniformes,Aves,Ardeidae
Haliaeetus leucocephalus,Aythya affinis,Aythya affinis,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Aythya americana,Aythya americana,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Aythya collaris,Aythya collaris,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Branta canadensis,Branta canadensis,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Bucephala clangula,Bucephala clangula,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Catostomus occidentalis,Catostomus occidentalis,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Catostomidae
Haliaeetus leucocephalus,Catostomus tahoensis,Catostomus tahoensis,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Catostomidae
Haliaeetus leucocephalus,Clemmys marmorata,Actinemys marmorata,Accipitriformes,Aves,Accipitridae,Testudines,Testudines,Emydidae
Haliaeetus leucocephalus,Colaptes auratus,Colaptes auratus,Accipitriformes,Aves,Accipitridae,Piciformes,Aves,Picidae
Haliaeetus leucocephalus,Columba fasciata,Patagioenas fasciata,Accipitriformes,Aves,Accipitridae,Columbiformes,Aves,Columbidae
Haliaeetus leucocephalus,Corvus brachyrhynchos,Corvus brachyrhynchos,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Corvidae
Haliaeetus leucocephalus,Corvus corax,Corvus corax,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Corvidae
Haliaeetus leucocephalus,Cyanocitta stelleri,Cyanocitta stelleri,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Corvidae
Haliaeetus leucocephalus,Cygnus columbianus,Cygnus columbianus,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Euphagus cyanocephalus,Euphagus cyanocephalus,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Icteridae
Haliaeetus leucocephalus,Fulica americana,Fulica americana,Accipitriformes,Aves,Accipitridae,Gruiformes,Aves,Rallidae
Haliaeetus leucocephalus,Hysterocarpus traski,Hysterocarpus traskii,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Embiotocidae
Haliaeetus leucocephalus,Ictalurus punctatus,Ictalurus punctatus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Larus occidentalis,Larus occidentalis,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Lepomis macrochirus,Lepomis macrochirus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Lepomis macrochirus,Lepomis macrochirus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Lepus californicus,Lepus californicus,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Lepus californicus,Lepus californicus,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Mareca americana,Anas americana,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Marmota flaviventris,Marmota flaviventris,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Megaceryle alcyon,Megaceryle alcyon,Accipitriformes,Aves,Accipitridae,Coraciiformes,Aves,Alcedinidae
Haliaeetus leucocephalus,Megascops kennicottii,Megascops kennicottii,Accipitriformes,Aves,Accipitridae,Strigiformes,Aves,Strigidae
Haliaeetus leucocephalus,Melanerpes formicivorus,Melanerpes formicivorus,Accipitriformes,Aves,Accipitridae,Piciformes,Aves,Picidae
Haliaeetus leucocephalus,Mephitis mephitis,Mephitis mephitis,Accipitriformes,Aves,Accipitridae,Carnivora,Mammalia,Mephitidae
Haliaeetus leucocephalus,Mergus merganser,Mergus merganser,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Micropterus dolomieu,Micropterus dolomieu,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Micropterus punctulatus,Micropterus punctulatus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Micropterus salmoides,Micropterus salmoides,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Microtus californicus,Microtus californicus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Cricetidae
Haliaeetus leucocephalus,Mylopharodon conocephalus,Mylopharodon conocephalus,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Nannopterum auritum,Phalacrocorax auritus,Accipitriformes,Aves,Accipitridae,Suliformes,Aves,Phalacrocoracidae
Haliaeetus leucocephalus,Notemigonus crysoleucas,Notemigonus crysoleucas,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Odocoileus hemionus,Odocoileus hemionus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Cervidae
Haliaeetus leucocephalus,Odocoileus hemionus,Odocoileus hemionus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Cervidae
Haliaeetus leucocephalus,Oncorhynchus mykiss,Oncorhynchus mykiss,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Oncorhynchus mykiss,Oncorhynchus mykiss,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Ondatra zibethicus,Ondatra zibethicus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Cricetidae
Haliaeetus leucocephalus,Oreortyx pictus,Oreortyx pictus,Accipitriformes,Aves,Accipitridae,Galliformes,Aves,Odontophoridae
Haliaeetus leucocephalus,Orthodon microlepidotus,Orthodon microlepidotus,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Otospermophilus beecheyi,Otospermophilus beecheyi,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Oxyura jamaicensis,Oxyura jamaicensis,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Peromyscus maniculatus,Peromyscus maniculatus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Cricetidae
Haliaeetus leucocephalus,Pica hudsonia,Pica hudsonia,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Corvidae
Haliaeetus leucocephalus,Podiceps nigricollis,Podiceps nigricollis,Accipitriformes,Aves,Accipitridae,Podicipediformes,Aves,Podicipedidae
Haliaeetus leucocephalus,Podilymbus podiceps,Podilymbus podiceps,Accipitriformes,Aves,Accipitridae,Podicipediformes,Aves,Podicipedidae
Haliaeetus leucocephalus,Pomoxis nigromaculatus,Pomoxis nigromaculatus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Procambarus clarkii,Procambarus clarkii,Accipitriformes,Aves,Accipitridae,Decapoda,Malacostraca,Cambaridae
Haliaeetus leucocephalus,Procyon lotor,Procyon lotor,Accipitriformes,Aves,Accipitridae,Carnivora,Mammalia,Procyonidae
Haliaeetus leucocephalus,Ptychocheilus grandis,Ptychocheilus grandis,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Scapanus latimanus,Scapanus latimanus,Accipitriformes,Aves,Accipitridae,Soricomorpha,Mammalia,Talpidae
Haliaeetus leucocephalus,Sciurus griseus,Sciurus griseus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Siphateles bicolor,Siphateles bicolor,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Spatula clypeata,Anas clypeata,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Spilogale gracilis,Spilogale gracilis,Accipitriformes,Aves,Accipitridae,Carnivora,Mammalia,Mephitidae
Haliaeetus leucocephalus,Sturnella neglecta,Sturnella neglecta,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Icteridae
Haliaeetus leucocephalus,tamias merriami,Tamias merriami,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Urocitellus beldingi,Urocitellus beldingi,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Oncorhynchus mykiss,Oncorhynchus mykiss,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Callipepla californica,Callipepla californica,Accipitriformes,Aves,Accipitridae,Galliformes,Aves,Odontophoridae
Haliaeetus leucocephalus,Gambusia affinis,Gambusia affinis,Accipitriformes,Aves,Accipitridae,Cyprinodontiformes,Teleostei,Poeciliidae
Haliaeetus leucocephalus,Thomomys bottae,Thomomys bottae,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Geomyidae
Haliaeetus leucocephalus,Catostomus macrocheilus,Catostomus macrocheilus,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Catostomidae
Haliaeetus leucocephalus,Oncorhynchus mykiss,Oncorhynchus mykiss,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Prosopium williamsoni,Prosopium williamsoni,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Oncorhynchus mykiss,Oncorhynchus mykiss,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Oncorhynchus keta,Oncorhynchus keta,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Dorosoma cepedianum,Dorosoma cepedianum,Accipitriformes,Aves,Accipitridae,Clupeiformes,Teleostei,Clupeidae
Haliaeetus leucocephalus,Gambusia affinis,Gambusia affinis,Accipitriformes,Aves,Accipitridae,Cyprinodontiformes,Teleostei,Poeciliidae
Haliaeetus leucocephalus,Mergus merganser,Mergus merganser,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Bos taurus,Bos taurus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Bovidae
Haliaeetus leucocephalus,Canis latrans,Canis latrans,Accipitriformes,Aves,Accipitridae,Carnivora,Mammalia,Canidae
Haliaeetus leucocephalus,Gambusia affinis,Gambusia affinis,Accipitriformes,Aves,Accipitridae,Cyprinodontiformes,Teleostei,Poeciliidae
Haliaeetus leucocephalus,Lepus californicus,Lepus californicus,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Odocoileus hemionus,Odocoileus hemionus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Cervidae
Haliaeetus leucocephalus,Otospermophilus beecheyi,Otospermophilus beecheyi,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Zenaida macroura,Zenaida macroura,Accipitriformes,Aves,Accipitridae,Columbiformes,Aves,Columbidae
Haliaeetus leucocephalus,Ovis aries,Ovis aries,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Bovidae
Haliaeetus leucocephalus,Bos taurus,Bos taurus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Bovidae
Haliaeetus leucocephalus,Myocastor coypus,Myocastor coypus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Myocastoridae
Haliaeetus leucocephalus,Canis latrans,Canis latrans,Accipitriformes,Aves,Accipitridae,Carnivora,Mammalia,Canidae
Haliaeetus leucocephalus,Microtus longicaudus,Microtus longicaudus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Cricetidae
Haliaeetus leucocephalus,Odocoileus hemionus,Odocoileus hemionus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Cervidae
Haliaeetus leucocephalus,Otospermophilus beecheyi,Otospermophilus beecheyi,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Sylvilagus bachmani,Sylvilagus bachmani,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Bos taurus,Bos taurus,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Bovidae
Haliaeetus leucocephalus,Cyprinus carpio,Cyprinus carpio,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Agelaius phoeniceus,Agelaius phoeniceus,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Icteridae
Haliaeetus leucocephalus,Anas crecca,Anas crecca,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anas cyanoptera,Anas cyanoptera,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anaxyrus boreas,Anaxyrus boreas,Accipitriformes,Aves,Accipitridae,Anura,Amphibia,Bufonidae
Haliaeetus leucocephalus,Apalone spinifera,Apalone spinifera,Accipitriformes,Aves,Accipitridae,Testudines,Testudines,Trionychidae
Haliaeetus leucocephalus,Bassariscus astutus,Bassariscus astutus,Accipitriformes,Aves,Accipitridae,Carnivora,Mammalia,Procyonidae
Haliaeetus leucocephalus,Callipepla gambelii,Callipepla gambelii,Accipitriformes,Aves,Accipitridae,Galliformes,Aves,Odontophoridae
Haliaeetus leucocephalus,Campylorhynchus brunneicapillus,Campylorhynchus brunneicapillus,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Troglodytidae
Haliaeetus leucocephalus,Caprimulgus vociferus,Antrostomus vociferus,Accipitriformes,Aves,Accipitridae,Caprimulgiformes,Aves,Caprimulgidae
Haliaeetus leucocephalus,Castor canadensis,Castor canadensis,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Castoridae
Haliaeetus leucocephalus,Catostomus clarki,Catostomus clarkii,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Catostomidae
Haliaeetus leucocephalus,Catostomus insignis,Catostomus insignis,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Catostomidae
Haliaeetus leucocephalus,Colaptes auratus,Colaptes auratus,Accipitriformes,Aves,Accipitridae,Piciformes,Aves,Picidae
Haliaeetus leucocephalus,Columber constrictor,Coluber constrictor,Accipitriformes,Aves,Accipitridae,Squamata,Squamata,Colubridae
Haliaeetus leucocephalus,Cyanocitta stelleri,Cyanocitta stelleri,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Corvidae
Haliaeetus leucocephalus,Dicotyles tajacu,Pecari tajacu,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Tayassuidae
Haliaeetus leucocephalus,Fulica americana,Fulica americana,Accipitriformes,Aves,Accipitridae,Gruiformes,Aves,Rallidae
Haliaeetus leucocephalus,Geococcyx californianus,Geococcyx californianus,Accipitriformes,Aves,Accipitridae,Cuculiformes,Aves,Cuculidae
Haliaeetus leucocephalus,Ictalurus punctatus,Ictalurus punctatus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Kinosternon sonoriense,Kinosternon sonoriense,Accipitriformes,Aves,Accipitridae,Testudines,Testudines,Kinosternidae
Haliaeetus leucocephalus,Lepomis macrochirus,Lepomis macrochirus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Lepus californicus,Lepus californicus,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Melanerpes uropygialis,Melanerpes uropygialis,Accipitriformes,Aves,Accipitridae,Piciformes,Aves,Picidae
Haliaeetus leucocephalus,Meleagris gallopavo,Meleagris gallopavo,Accipitriformes,Aves,Accipitridae,Galliformes,Aves,Phasianidae
Haliaeetus leucocephalus,Mephitis mephitis,Mephitis mephitis,Accipitriformes,Aves,Accipitridae,Carnivora,Mammalia,Mephitidae
Haliaeetus leucocephalus,Mergus merganser,Mergus merganser,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Micropterus dolomieu,Micropterus dolomieu,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Micropterus salmoides,Micropterus salmoides,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
